,Name,Sex,Age,Height,Weight
866,Waguih Rauf Aboul Seoud,M,22.0,,
867,El-Sayed Aboumedan,M,26.0,178.0,81.0
868,Dany Abounaoum,M,22.0,,
870,Sdonoud Janvier Abouta,M,23.0,,
871,Mohamed Mohamed Mohamed Aboutrika,M,33.0,182.0,77.0
872,Ahmad Shah Abouwi,M,,,
873,Adeola Aboyade-Cole,M,22.0,193.0,78.0
874,Cheryl Abplanalp,F,24.0,174.0,68.0
875,"Alexander ""Alex"" Abraham (Steglitz)",M,25.0,186.0,84.0
876,Andrei Abraham,M,19.0,,
884,Attila brahm,M,21.0,192.0,88.0
887,Bernhard Abraham,M,,,
888,Gary Abraham,M,17.0,175.0,64.0
893,Melita Isidora Abraham Schssler,F,19.0,170.0,62.0
894,Tadesse Abraham,M,33.0,178.0,61.0
895,Shiny Kurisingal Abraham-Wilson,F,19.0,167.0,53.0
901,Mariola Teresa Abrahamczyk (-Fronckowiak),F,21.0,180.0,70.0
902,Ara Abrahamian,M,25.0,191.0,84.0
905,Stphan Abrahamian Gonzalez,M,22.0,,
906,Clyde Abrahams,M,29.0,178.0,68.0
907,Glen Abrahams Martnez,M,22.0,179.0,72.0
909,Guy A. Abrahams,M,23.0,173.0,65.0
911,Harold Maurice Abrahams,M,20.0,183.0,75.0
918,Sidney Solomon Abrahams,M,21.0,,
921,Isak Abrahamsen,M,21.0,,
922,Knut Leo Abrahamsen,M,25.0,,
923,Trond Sevg Abrahamsen,M,19.0,183.0,87.0
925,"Donald Robert Abrahamson, Jr.",M,26.0,162.0,67.0
926,Richard Neal Abrahamson,M,24.0,190.0,88.0
928,Kurt Christer Abrahamsson (-Abris),M,24.0,187.0,77.0
929,Erik Adolf Efraim Abrahamsson,M,22.0,172.0,61.0
930,Karl Gran Abrahamsson,M,28.0,180.0,72.0
935,Karl Gustaf Emanuel Abrahamsson,M,31.0,,
936,Ulf Thommy Abrahamsson,M,24.0,185.0,81.0
937,"Fletcher Abram, Jr.",M,21.0,193.0,87.0
938,Iason Abramashvili,M,17.0,176.0,82.0
944,Yelena Vasilyevna Abramchuk (Kopets-),F,28.0,182.0,95.0
945,Oleksandr Volodymyrovych Abramenko,M,17.0,180.0,82.0
948,Yevgeny Sergeyevich Abramenko,M,22.0,181.0,80.0
957,Lahcen Abrami,M,22.0,,
958,Ek'aterina Abramia,F,16.0,167.0,43.0
959,Jernej Abrami,M,31.0,175.0,70.0
960,Levan Abramishvili,M,23.0,181.0,84.0
962,Andrey Vasilyevich Abramov,M,24.0,180.0,100.0
963,Andrey Viktorovich Abramov,M,24.0,176.0,70.0
965,Nikolay Kuzmich Abramov,M,30.0,164.0,59.0
966,Pavel Sergeyevich Abramov,M,25.0,198.0,89.0
967,Sergey Mikhaylovich Abramov,M,34.0,180.0,94.0
968,Valery Aleksandrovich Abramov,M,23.0,173.0,61.0
969,Inna Vladimirovna Abramova,F,21.0,172.0,63.0
971,Nelli Mikhaylovna Abramova,F,24.0,171.0,60.0
972,Yekaterina Konstantinovna Abramova,F,23.0,167.0,65.0
976,Alen Abramovi,M,29.0,180.0,72.0
978,Dmitry Vladimirovich Abramovich,M,27.0,182.0,96.0
980,Aliyah Abrams,F,19.0,163.0,53.0
981,Colin Winston Abrams,M,32.0,180.0,70.0
982,John Charles Abrams,M,22.0,183.0,
984,Benik Abramyan,M,31.0,186.0,115.0
985,Antnio da Cunha Meneses Martins Abrantes,M,20.0,176.0,68.0
989,Arnaldo Lus Isaas Abrantes,M,21.0,183.0,72.0
991,Arnaldo Joaquim Castro Abrantes,M,26.0,174.0,68.0
992,David Abrard,M,19.0,187.0,81.0
993,Tsvetelina Abrasheva,F,16.0,,
994,Amir Abrashi,M,22.0,172.0,70.0
995,Thomas Abratis,M,26.0,184.0,73.0
997,Pawe Abratkiewicz,M,21.0,183.0,84.0
1003,Diogo Ferreira Tribolet de Abreu,M,22.0,183.0,73.0
1004,Eloy Abreu Morales,M,20.0,160.0,54.0
1005,Glauclio Serro Abreu,M,26.0,185.0,75.0
1006,Jos Filipe Abreu,M,20.0,159.0,64.0
1013,Emilio Julio Abreu,M,22.0,,
1016,Morais Santos Abreu,M,40.0,188.0,73.0
1017,Paulo Francisco Joazeiro de Abreu,M,18.0,176.0,78.0
1018,Pedro Abreu Pascal,M,23.0,200.0,88.0
1019,Rubn Abreu Rivero,M,24.0,177.0,71.0
1020,Rui Pinto de Abreu,M,15.0,177.0,64.0
1025,Franck Abrial,M,24.0,174.0,68.0
1026,rika Abril Surez,F,34.0,164.0,52.0
1028,Laura Valentina Abril Restrepo,F,22.0,162.0,50.0
1029,"Alejandro ""lex"" Abrines Redondo",M,23.0,198.0,93.0
1030,Knut Richard brink,M,23.0,,
1032,Bourhan Abro,M,21.0,180.0,70.0
1033,Anastasiya Aleksandrovna Abrosimova,F,26.0,164.0,51.0
1034,Svetlana Olegovna Abrosimova,F,20.0,188.0,77.0
1036,Elisabeta Abrudeanu,F,26.0,,
1043,Saypulla Atavovich Absaidov,M,22.0,168.0,68.0
1044,Julien Absalon,M,23.0,180.0,68.0
1048,Ayele Abshero Biza,M,21.0,168.0,62.0
1049,Brian Kenneth Abshire,M,24.0,180.0,59.0
1050,Tobias Abstreiter,M,31.0,178.0,85.0
1051,Gudrun Maria Abt,F,26.0,178.0,61.0
1053,"Aleksandr Viktorovich ""Sasha"" Abt",M,25.0,179.0,68.0
1054,Najmeh Abtin,F,25.0,160.0,57.0
1055,Mohamed Abu Abdullah,M,27.0,173.0,74.0
1056,Abdul Wahab Abu Al-Hail Labid,M,27.0,180.0,79.0
1057,Mohamed Ahmed Abu Ali,M,19.0,,
1059,Methkal Marouf Abu Drais,M,28.0,168.0,67.0
1061,Lailin Abu Hassan,M,22.0,,
1063,Majed Abu Maraheel,M,33.0,180.0,76.0
1064,Maher Abu Rmilah,M,28.0,172.0,72.0
1065,Mohamed Ahmed Abu Sobea,M,,,
1066,Omar Abu-Fares,M,16.0,178.0,69.0
1068,Bektas Abubakirov,M,23.0,165.0,54.0
1069,Nagmeldin Ali Abubakr,M,18.0,172.0,63.0
1071,Sanna Abubkheet,F,19.0,157.0,52.0
1072,Abudoureheman,M,22.0,182.0,75.0
1073,Juma Abudu,M,24.0,170.0,59.0
1074,"Folashade ""Shade"" Abugan",F,17.0,150.0,64.0
1076,Fernando J. Abugattas Aboino,M,20.0,190.0,80.0
1077,Roberto Abugattas Aboino,M,21.0,182.0,77.0
1079,Hamza Abughalia,M,23.0,,85.0
1080,Ahmad Abughaush,M,20.0,178.0,68.0
1081,Fartun Abukar Omar,F,18.0,170.0,58.0
1082,Ginko Abukawa-Chiba,F,22.0,148.0,46.0
1094,Mohammed Abukhousa,M,23.0,170.0,67.0
1095,Mohammad Abulibdeh,M,28.0,183.0,68.0
1096,Kariman Abuljadayel,F,22.0,180.0,70.0
1097,Jos Manuel Abundis Sandoval,M,23.0,177.0,72.0
1098,Abdullah Abuqrais,M,25.0,163.0,65.0
1100,Shigeru Aburaya,M,27.0,163.0,51.0
1101,Cristobal Alejandro Aburto Tinoco,M,28.0,161.0,60.0
1102,Aleksandr Veniaminovich Abushakhmetov,M,21.0,189.0,81.0
1106,Magomedgasan Mingazhutdinovich Abushev,M,20.0,170.0,62.0
1107,Kanat Kalizhanovich Abutalipov,M,25.0,168.0,56.0
1109,Anas Sameer N. H. Abuyousuf,M,14.0,181.0,77.0
1110,Ali Abuzamia,M,19.0,185.0,80.0
1111,Irina Alekseyevna Abysova,F,27.0,175.0,56.0
1113,Srr Acar,M,,170.0,78.0
1114,E. Doan Acarbay,M,21.0,,
1118,Alain Acart,M,21.0,175.0,67.0
1120,Andreea Roxana Acatrinei,F,16.0,150.0,40.0
1124,Jacques Accambray,M,22.0,194.0,125.0
1126,William Accambray,M,24.0,194.0,104.0
1127,Anna Accensi Abella,F,26.0,,
1128,Ezio Acchini,M,26.0,,
1129,Mario Acchini,M,33.0,,
1130,Martina Accola,F,24.0,170.0,62.0
1132,Paul Accola,M,20.0,176.0,82.0
1149,Alfredo Accorsi,M,27.0,,
1150,Enrique Accorsi Teuthorn,M,31.0,,
1152,Eusebio Acea Colarte,M,31.0,190.0,95.0
1153,Raidel Acea Morales,M,21.0,,
1154,Domingo Gmez-Acedo Villanueva,M,21.0,,
1155,Carmen Acedo Jorge,F,17.0,,
1156,Jos Aceituno,M,23.0,167.0,58.0
1157,Ervin S. Acel,M,39.0,,
1158,Marco Acerbi,M,23.0,190.0,74.0
1159,Claudia Acerenza Marez,F,22.0,160.0,55.0
1161,Elmer ngel Acevedo,M,19.0,,
1162,Anibl Santiago Acevedo,M,21.0,176.0,67.0
1163,Eyne Acevedo Tabares,M,22.0,,67.0
1164,Fabio Acevedo,M,22.0,171.0,70.0
1166,Fernando Acevedo Portugues,M,22.0,175.0,65.0
1168,Javier Carlos Acevedo,M,18.0,182.0,68.0
1170,Jos Eduardo Acevedo Herrera,M,22.0,179.0,65.0
1171,Nicole Jocelin Acevedo Tangarife,F,21.0,166.0,70.0
1172,Sharon Evelin Acevedo Tangarife,F,23.0,170.0,61.0
1173,Daniel Aceves Villagrn,M,19.0,158.0,52.0
1174,Roberto Aceves Villagrn,M,22.0,165.0,64.0
1175,David Laurence Acfield,M,21.0,178.0,73.0
1177,Mohamed Ali Acha-Cheloi,M,25.0,165.0,68.0
1178,Jaouad Achab,M,23.0,175.0,64.0
1179,Mustapha Achab,M,22.0,,
1180,Karem Faride Achach Ramrez,F,25.0,169.0,60.0
1181,Emilio Achacoso,M,28.0,178.0,78.0
1182,Loreto Achaerandio Snchez-Marn,F,20.0,164.0,50.0
1183,Sharath Kamal Achanta,M,22.0,186.0,85.0
1186,Kieron Robert Achara,M,29.0,208.0,110.0
1187,Gilbert Achard-Picard,M,29.0,,
1188,Aziz Acharki,M,28.0,180.0,68.0
1189,"Benjamin ""Ben"" Acheampong",M,25.0,161.0,62.0
1190,Gemma Acheampong,F,23.0,163.0,54.0
1191,Joachim Yaw Acheampong,M,18.0,181.0,73.0
1192,Alfred Achermann,M,24.0,176.0,75.0
1193,Ghassan Achi,M,16.0,168.0,60.0
1195,Wilson Achia,M,25.0,167.0,52.0
1196,Abdel Hak Achik,M,29.0,165.0,54.0
1197,Mohamed Abdelhak Achik,M,23.0,174.0,57.0
1200,"Onochie Lawrence ""Larry"" Achike",M,25.0,188.0,75.0
1202,Gaston Achille,M,,,
1203,Georges Achille-Fould,F,55.0,,
1204,"Jacob Hendrik ""Jack"" Achilles",M,41.0,182.0,98.0
1206,Ioan Valeriu Achiriloaie,M,23.0,183.0,87.0
1208,Rita Nikolayevna Achkina,F,25.0,168.0,63.0
1211,Janet Achola,F,24.0,167.0,52.0
1212,Julius Achon,M,19.0,168.0,55.0
1214,Natalie Chioma Achonwa,F,19.0,190.0,86.0
1216,Ahmed Mohamed Achouche,M,28.0,191.0,110.0
1218,Dallal Merwa Achour,F,17.0,176.0,45.0
1219,Khaled Achour,M,20.0,177.0,82.0
1220,Haykel Al-Achouri,M,23.0,184.0,84.0
1222,Said Achtar,M,23.0,,
1223,Roger Achten,M,28.0,171.0,62.0
1227,Chantal Achterberg,F,27.0,172.0,72.0
1229,Assumpta Achuo-Bei,F,20.0,159.0,55.0
1231,"James Dudley ""Jim"" Achurch",M,28.0,,
1232,Gabriel Achy Assi,M,25.0,166.0,61.0
1233,Oliver M. Acii,F,18.0,167.0,55.0
1235,Ricardo Augusto Amaral Acioly,M,24.0,179.0,78.0
1236,Charles Acke,M,,,
1237,Fausto Alesio Acke (Padovini-),M,22.0,,
1238,Paul Douglas Ackerley,M,27.0,179.0,68.0
1239,"Charles Edwin ""Charley"" Ackerly",M,22.0,,
1240,"Nathaniel Leedom ""Nate"" Ackerman",M,26.0,173.0,74.0
1241,Georg Ackermann,M,24.0,191.0,75.0
1242,Ronny Ackermann,M,20.0,184.0,69.0
1250,"Marianne ""Marjan"" Ackermans-Thomas",F,26.0,180.0,70.0
1251,Dsir Antoine Acket,M,27.0,,
1253,Donat Acklin,M,22.0,190.0,99.0
1258,Guido Acklin,M,24.0,200.0,104.0
1261,Urban Acman,M,24.0,180.0,83.0
1262,Alberto Enrique Acosta Palma,M,19.0,,
1264,Asuncin Acosta Galano,F,18.0,169.0,52.0
1266,Bryan Josu Acosta Ramos,M,22.0,175.0,74.0
1267,Carlos Acosta,M,28.0,,
1268,Hctor H. Acosta,M,26.0,180.0,81.0
1270,Jos Eugenio Acosta,M,26.0,173.0,73.0
1274,Juan Acosta Umazabal,M,29.0,,
1275,Julio Csar Acosta Gonzlez,M,29.0,160.0,62.0
1276,Lautaro Germn Acosta,M,20.0,168.0,72.0
1277,Leopoldo Acosta,M,22.0,185.0,61.0
1278,Luis Angel Acosta,M,20.0,180.0,73.0
1280,Luz Mercedes Acosta Valdez,F,27.0,164.0,63.0
1282,Marcelo Alberto Acosta Jimnez,M,20.0,,
1285,Mara Jos Acosta Acosta,F,24.0,172.0,69.0
1286,Mariano Acosta,M,22.0,,
1288,Osmay Acosta Duarte,M,23.0,188.0,91.0
1289,Pedro Javier Acosta Snchez,M,20.0,188.0,78.0
1290,Roslandy del Valle Acosta Alvarado,F,16.0,190.0,62.0
1291,Tanya Acosta,F,25.0,182.0,70.0
1292,Martn Ral Acosta y Lara Daz,M,23.0,,
1294,George Wilson Acquaah,M,26.0,,
1296,Robert Acquafresca,M,20.0,184.0,70.0
1297,Edward Acquah,M,29.0,188.0,82.0
1298,Oliver Acquah,M,22.0,177.0,82.0
1300,"Samuel ""Sam"" Acquah",M,21.0,178.0,72.0
1301,Ilona cs (-Zimmermann),F,16.0,,
1303,Otto Mnsted Acthon,M,30.0,,
1307,"Benjamin Maxwell ""Ben"" Acton",M,32.0,,
1308,Brigitte Acton (-Smith),F,20.0,168.0,63.0
1312,"Amelia Lynn ""Amy"" Acuff (-Harvey)",F,21.0,188.0,66.0
1317,Crox Ernesto Acua Rodrguez,M,18.0,192.0,89.0
1319,Jorge Acua,M,24.0,173.0,50.0
1320,"ngel ""Mudo"" Acua Lizana",M,29.0,,
1321,Ricardo Acua,M,25.0,,
1322,Roberto Acua,M,25.0,208.0,109.0
1323,Arslanbek Aylow,M,23.0,177.0,75.0
1324,Jzsef Aczl (-Eisenhoffer),M,23.0,,
1325,Kazimierz Piotr Adach,M,23.0,162.0,60.0
1326,Goro Adachi,M,19.0,156.0,56.0
1328,Kiyoshi Adachi,M,22.0,179.0,60.0
1329,Mariko Adachi,F,29.0,162.0,51.0
1330,Miho Adachi,F,25.0,165.0,58.0
1331,Seiya Adachi,M,21.0,172.0,67.0
1332,Takumi Adachi,M,26.0,168.0,67.0
1333,Yumi Adachi,F,23.0,160.0,
1334,Yurie Adachi,F,28.0,156.0,51.0
1335,Craig Robert Adair,M,21.0,187.0,81.0
1337,Ali Enver Adakan,M,23.0,186.0,100.0
1339,Adalberto Pereira da Silva,M,25.0,189.0,105.0
1340,Adam,M,,,
1342,Ahmed Adam,M,20.0,162.0,60.0
1343,Constantin Adam,M,20.0,202.0,105.0
1344,Gal Adam,M,22.0,190.0,80.0
1345,"Gordon Belgum ""Gordy"" Adam",M,21.0,,
1346,Herman Adam Negrete,M,23.0,180.0,71.0
1347,Idrissa Adam,M,27.0,178.0,79.0
1348,Jean-Paul Adam,M,15.0,,
1351,Ji Adam,M,25.0,187.0,83.0
1354,"Johannes ""Johann"" Adam",M,,,
1358,Joseph Adam,M,27.0,172.0,70.0
1359,Leonie Adam,F,23.0,162.0,54.0
1360,Marcus Adam,M,24.0,182.0,82.0
1364,Marianne Adam,F,20.0,183.0,85.0
1366,"Michael B. ""Mike"" Adam",M,24.0,175.0,95.0
1367,Moustafa Adam,M,19.0,173.0,71.0
1371,"Nicolas Dominique ""Nic"" Adam",M,30.0,,
1373,Otto Adam,M,26.0,,
1374,Paul Adam,M,49.0,,
1375,Pierre Louis Eugne Adam,M,24.0,,
1376,Sndor dm,M,20.0,,
1377,Shuaib Adam,M,30.0,175.0,80.0
1382,Tony Adam,M,18.0,169.0,61.0
1383,Ahmed Adam Salah,M,30.0,154.0,64.0
1384,Samba Adama,M,32.0,175.0,82.0
1386,Stefan Adamczak,M,31.0,175.0,73.0
1387,Matthias Adamczewski,M,30.0,187.0,77.0
1388,Dariusz Adamczuk,M,22.0,179.0,78.0
1389,Adam Eucharyst Adamczyk,M,21.0,173.0,80.0
1391,Edward Adamczyk,M,26.0,190.0,83.0
1393,Lubo Adamec,M,29.0,184.0,77.0
1395,Petr Adamec,M,20.0,187.0,87.0
1398,Mara Teresa Adames,F,18.0,160.0,52.0
1400,Luigi Adami,M,47.0,,
1401,Jina Adamikov-Pelcov,F,22.0,173.0,62.0
1410,Panagiotis Adamidis,M,18.0,,
1412,Janusz Andrzej Adamiec,M,21.0,176.0,74.0
1415,Tomasz Adamiec,M,26.0,171.0,69.5
1417,"Sabine Heidrun Adamik (Picken-, -Bothe)",F,32.0,172.0,68.0
1418,Zoltn Adamik,M,23.0,175.0,71.0
1420,Pirouz Adamiyat,M,23.0,190.0,80.0
1421,Nafissatou Moussa Adamou,F,14.0,172.0,72.0
1422,Georgi Mirchev Adamov,M,25.0,173.0,64.0
1438,Tatyana Pavlovna Adamovich,F,29.0,163.0,54.0
1439,Tadeusz Ralf Adamowski,M,26.0,177.0,70.0
1440,Anne Wilma Adams (-King),F,16.0,165.0,54.0
1442,Antoine Xavier Adams,M,23.0,180.0,79.0
1448,April Jane Adams,F,19.0,,
1449,"Bartlett S. ""Bart"" Adams",M,38.0,,
1450,"Benjamin Willard ""Ben"" Adams",M,22.0,188.0,78.0
1452,"Robert ""Bob"" Adams",M,27.0,,
1453,Brian Adams,M,27.0,183.0,67.0
1454,Bridget Shirley Adams (-Bengough),F,19.0,,
1455,Natalie Cammile Adams (-Brannan),F,20.0,173.0,65.0
1457,David Dixie Adams,M,30.0,188.0,79.0
1458,Edgar Holmes Adams,M,36.0,,
1463,Edward Adams,M,,,
1464,"Francis ""Frank"" Adams",M,22.0,169.0,68.0
1466,"Frederick Thomas ""Fred"" Adams",M,,,
1467,"Gerard ""Gerry"" Adams",M,38.0,177.0,70.0
1469,Harry Lester Adams,M,31.0,,
1474,John E. Adams,M,24.0,178.0,95.0
1475,"Judith C. ""Judi"" Adams",F,37.0,,
1477,Keith Adams,M,22.0,167.0,75.0
1478,Lennox Adams,M,20.0,,
1479,Liam Adams,M,29.0,178.0,64.0
1480,Luke Kendall Adams,M,27.0,189.0,70.0
1484,Lynda Riley Adams (-Hunt),F,16.0,,
1486,Lyukman Rasakovich Adams,M,23.0,194.0,87.0
1487,Mareike Adams,F,26.0,174.0,73.0
1488,Maureen Adams,F,38.0,169.0,68.0
1489,"Morgan Orlando Adams, Jr.",M,20.0,,
1490,Adrian Neil Adams,M,21.0,178.0,78.0
1493,Nelson Luis Adams,M,21.0,,81.0
1494,Nicola Virginia Adams,F,29.0,164.0,51.0
1496,Odalys Adams Castillo,F,25.0,171.0,59.0
1497,Paul Adams,M,24.0,185.0,98.0
1498,"Phillip Maxwell ""Phil"" Adams",M,39.0,163.0,93.0
1505,Platt Adams,M,23.0,188.0,78.0
1514,Rachael Alexis Adams,F,26.0,188.0,81.0
1515,Ralph Andrew Adams,M,20.0,170.0,56.0
1518,Robert P. Adams,M,17.0,188.0,85.0
1519,"Victoria ""Vicki"" Adams",F,24.0,164.0,69.0
1520,Walter Adams,M,23.0,172.0,67.0
1522,Wayman Elbridge Adams,M,48.0,,
1523,William T. Adams,M,,,
1524,"William Edward ""Willie"" Adams",M,19.0,198.0,93.0
1525,"Birgitta Ann-Agnes ""Bride"" Adams-Ray",F,21.0,,
1526,Valerie Kasanita Adams-Vili (-Price),F,19.0,193.0,120.0
1530,Morten Gundro Adamsen,M,22.0,181.0,84.0
1531,Antoni Adamski,M,20.0,179.0,74.0
1532,Filip Kamil Adamski,M,25.0,189.0,87.0
1534,Herbert Adamski,M,26.0,,
1535,Jerzy Adamski,M,23.0,171.0,58.0
1536,Tadeusz Adamski,M,29.0,,
1537,Per Anders Adamson,M,22.0,177.0,68.0
1539,Derrick Adamson,M,26.0,177.0,72.0
1541,"James Nicholas ""Nick"" Adamson",M,27.0,183.0,74.0
1542,Per Owe Adamson,M,25.0,171.0,65.0
1544,Gsta Napoleon Adamsson,M,27.0,,
1545,Charles Adamu,M,23.0,170.0,81.0
1546,Mamudu Adamu,M,27.0,,
1547,Dariusz Adamus,M,23.0,185.0,94.0
1548,Jos Carlos Adn Arias,M,25.0,166.0,57.0
1549,Nenita Adan,F,23.0,160.0,49.0
1550,Aboukar Hassan Adani,M,20.0,165.0,59.0
1552,Yasemin Adar,F,24.0,180.0,75.0
1553,Juan Bautista Adarraga Elizarn,M,24.0,183.0,
1555,Orhan Ada,M,20.0,,
1557,"Christopher Thomas ""Chris"" Adcock",M,23.0,183.0,80.0
1559,"Frances ""Fran"" Adcock",F,20.0,178.0,72.0
1560,"  Gabrielle Marie ""Gabby"" Adcock (White-)",F,25.0,167.0,
1561,"William Arthur ""Bill"" Adcocks",M,26.0,168.0,55.0
1562,Berkane Lakhdar Adda,M,21.0,178.0,78.0
1563,Elie Adda,M,,,
1565,Mehdi Addadi,M,28.0,179.0,70.0
1567,"Edith Addams de Habbelinck (-Lutjens, -Taylor, -Bel Geddes)",F,20.0,,
1568,Jenny Marie Beatrice Addams,F,19.0,,
1572,Jean Renaud Adde,M,37.0,181.0,70.0
1574,Yannick Adde,M,22.0,195.0,115.0
1575,Hamida Addche,M,28.0,164.0,56.0
1576,Corran Descy Addison,M,23.0,170.0,65.0
1577,Roy Addison,M,21.0,177.0,75.0
1578,"Joseph ""Joe"" Addo",M,24.0,182.0,81.0
1579,Simon Addo,M,17.0,180.0,79.0
1581,Charles Addo-Odametey,M,27.0,170.0,67.0
1583,Eugene Addor,M,,,
1584,"Robert Charles ""Bob"" Addy",M,23.0,191.0,76.0
1585,Ebenezer Charles O. Addy,M,23.0,178.0,70.0
1586,James Aryee Addy,M,20.0,183.0,75.0
1593,Jangy McKinley Addy,M,23.0,188.0,88.0
1595,Mercy Addy,F,20.0,161.0,58.0
1599,Winifred Addy,M,23.0,,
1600,William Harold Ade,M,20.0,,
1601,Peter Adeberg,M,19.0,185.0,75.0
1613,Ulrike Adeberg (-Spielmann),F,23.0,170.0,60.0
1614,James Adede,M,29.0,162.0,92.0
1615,Adegboyega Folaranmi Adedoyin,M,25.0,,
1617,Olubayo Adefemi,M,22.0,181.0,82.0
1618,Lawrence Adegbeingbe,M,27.0,181.0,66.0
1619,"Stephen Adebisi Gbadegesin ""Steve"" Adegbite",M,24.0,186.0,77.0
1620,Adewale Adegbusi,M,30.0,,67.0
1621,Oluwakemi 'Kemi' Adekoya,F,23.0,166.0,63.0
1622,Amos Ojo Adekunle,M,26.0,140.0,48.0
1624,Odunayo Folasade Adekuoroye,F,22.0,169.0,53.0
1625,Carolyn Adel,F,17.0,163.0,52.0
1631,Gun Margareta del (-Nilsson),F,25.0,163.0,52.0
1633,Alberto Adela,M,,,
1634,Peter Adelaar,M,33.0,213.0,135.0
1636,Irfan Adelbi,M,38.0,185.0,90.0
1637,"Ayodele ""Dele"" Adeleye",M,19.0,190.0,80.0
1638,Andr Adelheim,M,22.0,177.0,70.0
1640,"Hugh Jean ""Danny"" Adeline",M,28.0,,
1641,Antoine Adelisse,M,17.0,178.0,65.0
1642,Beatrice Adelizzi,F,19.0,175.0,67.0
1643,Marcel Louis Ernest Alfred Charles Albert Adelon,M,38.0,,
1645,Lambert Adelot,M,29.0,,
1647,Abrar Osman Adem,M,18.0,168.0,58.0
1649,Biko Adema,M,28.0,177.0,85.0
1650,Joost Adema,M,24.0,202.0,91.0
1651,Ademir Roque Kaefer,M,24.0,179.0,74.0
1653,Hoche Yaya Aden,M,21.0,180.0,47.0
1654,Ibrahim Mohamed Aden Gedi,M,23.0,178.0,75.0
1656,Jama Awil Aden,M,23.0,176.0,69.0
1657,Jama Mohamed Aden,M,21.0,180.0,68.0
1660,Olapade Charles Adeniken,M,19.0,186.0,78.0
1667,Aminat Oluwafunmilayo Adeniyi,F,23.0,165.0,58.0
1668,Adenzia Aparecida Ferreira da Silva,F,25.0,187.0,65.0
1670,Esau Adenji,M,24.0,177.0,70.0
1673,Margaret Adetutu Adeoye,F,27.0,162.0,65.0
1674,Alfred Ader,M,31.0,166.0,60.0
1675,Berhane Adere Debala,F,22.0,170.0,50.0
1678,Hanns Aderhold,M,33.0,,
1679,Nyakisi Adero,F,30.0,,
1680,Ademola Adeshina,M,24.0,,
1681,Adsio Alves Machado,M,19.0,,
1682,Adeoye Adetunji,M,22.0,174.0,71.0
1683,Adevaldo Virglio Netto,M,21.0,,
1684,Isiaq Adeyanju,M,24.0,162.0,65.0
1688,Fatai Adeyemo,M,,,
1689,Cary Glen Adgate,M,22.0,173.0,74.0
1692,Kamal Bahadur Adhikari,M,31.0,163.0,69.0
1693,David Adiele,M,25.0,174.0,
1694,Paul Adiga,M,20.0,176.0,74.0
1695,Moriam Seun Adigun,F,25.0,153.0,52.0
1696,Arman Adikyan,M,23.0,168.0,66.0
1697,Haydy Morsy Adil,F,16.0,168.0,58.0
1698,Mirza Adil,M,17.0,177.0,73.0
1699,Adel Mohamed Adili,M,21.0,176.0,65.0
1701,Adilson de Freitas Nascimento,M,20.0,195.0,88.0
1704,Hammed Adio,M,21.0,185.0,63.0
1707,Antonio R. Adipe Marrone,M,24.0,,
1708,Ilana Adir (-Kamarshik),F,19.0,165.0,58.0
1709,Evelyn Adiru,F,22.0,162.0,50.0
1710,Badathala Adisekhar,M,28.0,,53.0
1712,Franck Adisson,M,23.0,180.0,70.0
1715,Adiyasambuu Tsolmon,F,23.0,165.0,65.0
1716,Jikirum Adjaluddin,M,21.0,,
1720,"Richard ""Richy""  Adjei",M,27.0,190.0,110.0
1722,Sammi Adjei,M,18.0,,
1723,Denos Adjima Beche,M,,168.0,56.0
1724,Christian Donfack Adjoufack,M,28.0,175.0,80.0
1725,Amanda Jo Adkins (-Schneider),F,23.0,173.0,61.0
1726,"Bradley Don ""Brad"" Adkins",M,22.0,188.0,80.0
1727,"Charles ""Chuck"" Adkins",M,20.0,,
1728,Derrick Ralph Adkins,M,26.0,188.0,80.0
1729,"Robert Edward ""Bob"" Adlard",M,32.0,,
1730,Alan Adler,M,20.0,186.0,80.0
1733,Daniel Adler,M,26.0,180.0,72.0
1736,Egon Adler,M,23.0,172.0,62.0
1738,"Margarete ""Grete"" Adler",F,16.0,,
1741,Harry Herchel Adler,M,36.0,,
1742,Lena Kristina Adler,F,18.0,162.0,56.0
1748,Uwe Adler,M,20.0,182.0,77.0
1750,Herman Aleksandrovich Adlerberg,M,21.0,,
1751,Gregor Nils Henric Adlercreutz,M,37.0,,
1753,Nils August Domingo Adlercreutz,M,45.0,,
1756,Anna Mrtha Vilhelmina Adlerstrhle (von Oelreich-),F,39.0,,
1757,Jonna Eva-Maj Adlerteg,F,17.0,153.0,38.0
1761,Erik William Adlerz,M,15.0,,
1768,Mrta Elvira Adlerz (-Hermansson),F,15.0,,
1770,Hans Adlhoch,M,41.0,177.0,70.0
1772,"Rebecca ""Becky"" Adlington",F,19.0,179.0,70.0
1776,Katrin Adlkofer,F,22.0,177.0,62.0
1778,Hamdi Adly El-Seoudi Ibrahim,M,23.0,194.0,82.0
1779,Sad Admane,M,,174.0,62.0
1780,Jane Admans,F,21.0,165.0,53.0
1781,Megra Admassou,M,25.0,177.0,65.0
1782,Adriana Johanna Jacoba Admiraal-Meijerink,F,30.0,,
1784,Khadour Adnan,M,25.0,173.0,81.0
1785,Mustapha Adnane,M,,168.0,77.5
1787,Gadi Ado,M,20.0,173.0,61.0
1789,Adogon,M,,,
1790,Christopher Silas Adolf,M,24.0,168.0,59.0
